pg_id,name,city,locality,rent_monthly,sharing_type,ac,wifi,food_included,food_type,description
PG023901,Sai Girls Hostel,Hyderabad,Kondapur,10300,Triple,No,Yes,Yes,Both,"Sai Girls Hostel is a triple-sharing PG located in Kondapur, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Omnis a modi delectus consectetur accusamus odit enim veritatis quasi dolor. Ideal for students looking for a premium stay near Kondapur."
PG023902,Nova Homestay PG,Ahmedabad,Navrangpura,5400,Triple,No,Yes,No,None,"Nova Homestay PG is a triple-sharing PG located in Navrangpura, Ahmedabad, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Saepe harum rerum veniam est aliquam non vel dolore illum facilis autem unde alias a. Ideal for boys looking for a budget-friendly stay near Navrangpura."
PG023903,Cosy Corner Co-living Space,Mumbai,Borivali,12500,Triple,No,Yes,Yes,Veg,"Cosy Corner Co-living Space is a triple-sharing PG located in Borivali, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Distinctio id quisquam voluptatibus quo odio aperiam sapiente autem officiis eligendi corporis odio animi. Ideal for students looking for a premium stay near Borivali."
PG023904,Blue Bell PG for Students,Mumbai,Malad,26200,Single,No,Yes,Yes,Both,"Blue Bell PG for Students is a single-sharing PG located in Malad, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Saepe fugit rem porro qui eligendi asperiores quaerat laborum. Ideal for working professionals looking for a premium stay near Malad."
PG023905,Skyline Homestay PG,Pune,Baner,16000,Double,Yes,Yes,Yes,Veg,"Skyline Homestay PG is a double-sharing PG located in Baner, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Nam harum accusantium non eum voluptates labore blanditiis adipisci suscipit molestias maxime. Ideal for working professionals looking for a premium stay near Baner."
PG023906,Cosy Corner Girls Hostel,Mumbai,Powai,8100,Dorm,No,Yes,No,None,"Cosy Corner Girls Hostel is a dorm-sharing PG located in Powai, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Inventore voluptatibus corrupti et cumque ut illo labore animi minima. Ideal for working professionals looking for a budget-friendly stay near Powai."
PG023907,Cosy Corner Residency,Delhi,Laxmi Nagar,25300,Single,Yes,Yes,Yes,Non-Veg,"Cosy Corner Residency is a single-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Consequuntur ad dolore quam iste unde harum dicta occaecati ipsa impedit eaque repudiandae blanditiis. Ideal for students looking for a premium stay near Laxmi Nagar."
PG023908,Star View Boys Hostel,Delhi,Saket,11100,Triple,Yes,Yes,No,None,"Star View Boys Hostel is a triple-sharing PG located in Saket, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Doloremque et illum nisi perspiciatis repellat delectus aperiam eaque. Ideal for co-living looking for a premium stay near Saket."
PG023909,Skyline Homestay PG,Gurgaon,Sector 14,20500,Double,Yes,Yes,Yes,Veg,"Skyline Homestay PG is a double-sharing PG located in Sector 14, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Eius enim facere quia vitae est voluptatum tempore provident quasi architecto aspernatur voluptatem esse. Ideal for girls looking for a premium stay near Sector 14."
PG023910,Elite Residency,Chennai,T Nagar,7900,Triple,No,Yes,No,None,"Elite Residency is a triple-sharing PG located in T Nagar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Ipsum cumque aperiam consectetur quaerat ad quis vel vitae voluptate nobis blanditiis. Ideal for students looking for a budget-friendly stay near T Nagar."
PG023911,Star View Co-living Space,Jaipur,C-Scheme,9600,Triple,No,Yes,Yes,Non-Veg,"Star View Co-living Space is a triple-sharing PG located in C-Scheme, Jaipur, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Hic ipsam doloremque id debitis voluptatem odio voluptate ratione magnam eaque modi delectus. Ideal for co-living looking for a premium stay near C-Scheme."
PG023912,Silver Oak Nest,Kolkata,Park Street,6000,Dorm,No,Yes,Yes,Both,"Silver Oak Nest is a dorm-sharing PG located in Park Street, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Quis ipsa sit accusantium cum sed quas doloribus recusandae laborum excepturi nostrum. Ideal for girls looking for a budget-friendly stay near Park Street."
PG023913,Golden Nest Homestay PG,Mumbai,Chembur,18000,Double,Yes,Yes,Yes,Veg,"Golden Nest Homestay PG is a double-sharing PG located in Chembur, Mumbai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Reiciendis totam doloribus tempora ratione consequatur ullam quod magni. Ideal for co-living looking for a premium stay near Chembur."
PG023914,Golden Nest Nest,Pune,Baner,13500,Triple,Yes,Yes,Yes,Veg,"Golden Nest Nest is a triple-sharing PG located in Baner, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Saepe eligendi rem officia minima animi quaerat commodi repellendus praesentium exercitationem. Ideal for boys looking for a premium stay near Baner."
PG023915,Golden Nest Nest,Bangalore,Marathahalli,25500,Single,Yes,Yes,Yes,Both,"Golden Nest Nest is a single-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Fugiat minus fuga soluta dolorum commodi ipsum pariatur enim ratione nam aperiam deserunt facere. Ideal for girls looking for a premium stay near Marathahalli."
PG023916,Sunrise Homestay PG,Bangalore,Marathahalli,19000,Double,Yes,Yes,Yes,Veg,"Sunrise Homestay PG is a double-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Odio pariatur mollitia libero ipsum odit quos illo explicabo dolorum natus facere nulla voluptate. Ideal for students looking for a premium stay near Marathahalli."
PG023917,Skyline PG for Boys,Delhi,Dwarka,15500,Double,No,Yes,Yes,Both,"Skyline PG for Boys is a double-sharing PG located in Dwarka, Delhi, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Minus quas inventore dignissimos quidem cumque deserunt dicta atque. Ideal for working professionals looking for a premium stay near Dwarka."
PG023918,Sunrise Nest,Gurgaon,Sector 56,16500,Double,Yes,Yes,No,None,"Sunrise Nest is a double-sharing PG located in Sector 56, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Magnam ipsam nobis dolorem ea sunt aspernatur vel quisquam minima soluta qui non eius. Ideal for students looking for a premium stay near Sector 56."
PG023919,Star View Residency,Bangalore,BTM Layout,16400,Double,No,Yes,Yes,Both,"Star View Residency is a double-sharing PG located in BTM Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Eius laboriosam sint porro inventore maxime aliquam nisi ex cumque error. Ideal for co-living looking for a premium stay near BTM Layout."
PG023920,Golden Nest Boys Hostel,Hyderabad,Madhapur,8800,Dorm,No,Yes,Yes,Both,"Golden Nest Boys Hostel is a dorm-sharing PG located in Madhapur, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Molestiae ipsa numquam aspernatur facere eligendi totam odit tempora inventore ea. Ideal for working professionals looking for a budget-friendly stay near Madhapur."
PG023921,Harmony Boys Hostel,Chennai,Anna Nagar,20700,Single,Yes,Yes,Yes,Veg,"Harmony Boys Hostel is a single-sharing PG located in Anna Nagar, Chennai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Eum ullam nisi doloribus earum minima ea molestias mollitia voluptas numquam nisi ab amet dicta ullam. Ideal for co-living looking for a premium stay near Anna Nagar."
PG023922,Skyline Boys Hostel,Mumbai,Kurla,17900,Double,No,Yes,Yes,Both,"Skyline Boys Hostel is a double-sharing PG located in Kurla, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Quidem totam cum facere culpa voluptas iste a nostrum aspernatur veritatis ipsum veritatis occaecati expedita. Ideal for girls looking for a premium stay near Kurla."
PG023923,Urban Girls Hostel,Pune,Kothrud,11100,Dorm,Yes,Yes,Yes,Both,"Urban Girls Hostel is a dorm-sharing PG located in Kothrud, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Consectetur nam fugiat quasi alias accusantium voluptatibus a. Ideal for students looking for a premium stay near Kothrud."
PG023924,Comfort Nest,Kolkata,Park Street,10300,Double,No,Yes,Yes,Non-Veg,"Comfort Nest is a double-sharing PG located in Park Street, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Dolor omnis eligendi illum velit enim quibusdam cum voluptatibus quo veniam sed placeat quam. Ideal for co-living looking for a premium stay near Park Street."
PG023925,Sunrise Residency,Delhi,Laxmi Nagar,19400,Double,Yes,Yes,Yes,Both,"Sunrise Residency is a double-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Quasi expedita corrupti nulla deserunt voluptatem et nobis illum reiciendis corrupti vero provident nisi error. Ideal for working professionals looking for a premium stay near Laxmi Nagar."
PG023926,Zenith Co-living Space,Pune,Hadapsar,22700,Single,Yes,Yes,Yes,Both,"Zenith Co-living Space is a single-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Natus tenetur est ab ad assumenda commodi sapiente molestias commodi voluptatibus molestiae. Ideal for students looking for a premium stay near Hadapsar."
PG023927,Prime Homestay PG,Bangalore,Koramangala,19800,Double,Yes,Yes,Yes,None,"Prime Homestay PG is a double-sharing PG located in Koramangala, Bangalore, offering air-conditioned rooms, high-speed WiFi, and none meals included. Est qui ratione nostrum dolores aperiam earum repellendus. Ideal for girls looking for a premium stay near Koramangala."
PG023928,Prime Homestay PG,Bangalore,Indiranagar,24800,Single,Yes,Yes,Yes,Both,"Prime Homestay PG is a single-sharing PG located in Indiranagar, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Facere sit quae cupiditate nisi ea rerum officia. Ideal for co-living looking for a premium stay near Indiranagar."
PG023929,Maple Residency,Mumbai,Powai,25200,Single,No,Yes,Yes,Both,"Maple Residency is a single-sharing PG located in Powai, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Impedit aperiam doloribus illo corrupti voluptates aut. Ideal for students looking for a premium stay near Powai."
PG023930,Green Leaf Homestay PG,Noida,Sector 62,13600,Triple,Yes,Yes,Yes,Both,"Green Leaf Homestay PG is a triple-sharing PG located in Sector 62, Noida, offering air-conditioned rooms, high-speed WiFi, and both meals included. Quo cupiditate asperiores quod veniam sed eum animi. Ideal for girls looking for a premium stay near Sector 62."
PG023931,Metro Residency,Mumbai,Borivali,14200,Triple,No,Yes,Yes,Both,"Metro Residency is a triple-sharing PG located in Borivali, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Corporis necessitatibus fuga cupiditate dolore perspiciatis facere fuga cum nesciunt itaque sed. Ideal for working professionals looking for a premium stay near Borivali."
PG023932,Elite Homestay PG,Bangalore,Indiranagar,14400,Triple,Yes,Yes,Yes,Veg,"Elite Homestay PG is a triple-sharing PG located in Indiranagar, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Voluptate praesentium neque harum voluptatem fugiat deserunt officiis quasi cupiditate cum minima tempore ad repudiandae ipsum. Ideal for girls looking for a premium stay near Indiranagar."
PG023933,Sunrise Homestay PG,Mumbai,Chembur,13600,Double,No,Yes,No,None,"Sunrise Homestay PG is a double-sharing PG located in Chembur, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Dicta officiis animi at eius quas fuga cupiditate reiciendis molestias molestias ea consequuntur. Ideal for working professionals looking for a premium stay near Chembur."
PG023934,Green Leaf Nest,Chennai,Adyar,11300,Double,Yes,Yes,No,None,"Green Leaf Nest is a double-sharing PG located in Adyar, Chennai, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Itaque dolor dignissimos neque fugiat ut similique mollitia. Ideal for boys looking for a premium stay near Adyar."
PG023935,Blue Bell Girls Hostel,Mumbai,Borivali,15700,Double,No,Yes,Yes,Veg,"Blue Bell Girls Hostel is a double-sharing PG located in Borivali, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Quidem fugiat natus dolor hic saepe culpa in quo eius iure adipisci voluptatum. Ideal for girls looking for a premium stay near Borivali."
PG023936,Golden Nest Boys Hostel,Pune,Viman Nagar,19700,Single,No,Yes,Yes,None,"Golden Nest Boys Hostel is a single-sharing PG located in Viman Nagar, Pune, offering naturally ventilated rooms, high-speed WiFi, and none meals included. Eos reprehenderit adipisci possimus deleniti temporibus deleniti perspiciatis optio quia exercitationem nemo sint deleniti distinctio. Ideal for co-living looking for a premium stay near Viman Nagar."
PG023937,Star View Nest,Gurgaon,Sector 56,17100,Triple,Yes,No,Yes,Veg,"Star View Nest is a triple-sharing PG located in Sector 56, Gurgaon, offering air-conditioned rooms, no in-room WiFi, and veg meals included. Repudiandae consequatur mollitia iure ut omnis atque id reprehenderit veniam mollitia. Ideal for girls looking for a premium stay near Sector 56."
PG023938,Urban Homestay PG,Pune,Wakad,10800,Double,No,Yes,No,None,"Urban Homestay PG is a double-sharing PG located in Wakad, Pune, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Corporis quidem modi iusto praesentium rerum esse neque. Ideal for girls looking for a premium stay near Wakad."
PG023939,Silver Oak Homestay PG,Bangalore,Koramangala,9900,Dorm,No,Yes,Yes,Both,"Silver Oak Homestay PG is a dorm-sharing PG located in Koramangala, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Asperiores dignissimos perspiciatis eveniet velit illum doloremque illum. Ideal for students looking for a premium stay near Koramangala."
PG023940,Zenith Homestay PG,Bangalore,Electronic City,24500,Single,Yes,Yes,Yes,Both,"Zenith Homestay PG is a single-sharing PG located in Electronic City, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Nobis nostrum quas totam dicta voluptate facere cupiditate quas sint veniam suscipit minus. Ideal for boys looking for a premium stay near Electronic City."
PG023941,Royal Co-living Space,Chennai,Velachery,16100,Single,No,Yes,No,None,"Royal Co-living Space is a single-sharing PG located in Velachery, Chennai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Molestias natus alias aliquid adipisci omnis in consequatur ad. Ideal for working professionals looking for a premium stay near Velachery."
PG023942,Star View Residency,Jaipur,C-Scheme,8300,Double,No,Yes,No,None,"Star View Residency is a double-sharing PG located in C-Scheme, Jaipur, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Dolorum amet ab sed id accusantium veniam tenetur nobis fugiat soluta voluptate necessitatibus facilis cupiditate. Ideal for working professionals looking for a budget-friendly stay near C-Scheme."
PG023943,Zenith Co-living Space,Pune,Hadapsar,14100,Double,Yes,Yes,No,None,"Zenith Co-living Space is a double-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Doloribus nostrum officiis provident corrupti reprehenderit nulla molestias laboriosam labore qui. Ideal for co-living looking for a premium stay near Hadapsar."
PG023944,Nova Girls Hostel,Mumbai,Kurla,12000,Triple,No,Yes,No,None,"Nova Girls Hostel is a triple-sharing PG located in Kurla, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Numquam veniam necessitatibus ipsum vero nemo id quis. Ideal for students looking for a premium stay near Kurla."
PG023945,Cosy Corner Residency,Mumbai,Powai,13700,Dorm,Yes,Yes,Yes,Veg,"Cosy Corner Residency is a dorm-sharing PG located in Powai, Mumbai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Tempore quisquam ut nihil omnis numquam quibusdam dicta. Ideal for students looking for a premium stay near Powai."
PG023946,Comfort Homestay PG,Chennai,Adyar,16400,Single,No,Yes,Yes,Non-Veg,"Comfort Homestay PG is a single-sharing PG located in Adyar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Exercitationem alias omnis earum quae id rerum rerum distinctio porro doloribus laborum laudantium magnam doloremque. Ideal for boys looking for a premium stay near Adyar."
PG023947,Elite Nest,Gurgaon,Sector 14,16600,Double,No,Yes,Yes,Non-Veg,"Elite Nest is a double-sharing PG located in Sector 14, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Facilis ea unde magni omnis eveniet in dolore ut suscipit corporis officia eum. Ideal for students looking for a premium stay near Sector 14."
PG023948,Comfort Boys Hostel,Chennai,T Nagar,12900,Double,No,No,Yes,Veg,"Comfort Boys Hostel is a double-sharing PG located in T Nagar, Chennai, offering naturally ventilated rooms, no in-room WiFi, and veg meals included. Mollitia est molestiae maiores et iste illo nulla saepe aperiam minus odio temporibus incidunt pariatur sed. Ideal for students looking for a premium stay near T Nagar."
PG023949,Royal Homestay PG,Hyderabad,Gachibowli,13500,Double,No,Yes,Yes,Veg,"Royal Homestay PG is a double-sharing PG located in Gachibowli, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Fugiat distinctio autem ipsa deleniti ipsum ducimus ut officiis reiciendis earum rerum aperiam quas labore. Ideal for students looking for a premium stay near Gachibowli."
PG023950,Star View Girls Hostel,Kolkata,New Town,13200,Double,Yes,Yes,Yes,Veg,"Star View Girls Hostel is a double-sharing PG located in New Town, Kolkata, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Molestiae exercitationem deleniti omnis est excepturi ipsum quam eligendi excepturi. Ideal for working professionals looking for a premium stay near New Town."
PG023951,Urban Co-living Space,Kolkata,Salt Lake,8900,Triple,No,No,Yes,Veg,"Urban Co-living Space is a triple-sharing PG located in Salt Lake, Kolkata, offering naturally ventilated rooms, no in-room WiFi, and veg meals included. Enim nostrum harum delectus vero animi praesentium consectetur. Ideal for working professionals looking for a budget-friendly stay near Salt Lake."
PG023952,Cosy Corner Homestay PG,Chennai,Anna Nagar,11700,Triple,Yes,Yes,Yes,Veg,"Cosy Corner Homestay PG is a triple-sharing PG located in Anna Nagar, Chennai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Odio deleniti vel adipisci alias velit nam cumque dolores dolores ipsum ullam est. Ideal for working professionals looking for a premium stay near Anna Nagar."
PG023953,Silver Oak Boys Hostel,Delhi,Mukherjee Nagar,17400,Double,Yes,Yes,Yes,Veg,"Silver Oak Boys Hostel is a double-sharing PG located in Mukherjee Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Enim expedita molestias optio eligendi voluptas repellendus quos voluptatem hic laboriosam provident quasi occaecati modi. Ideal for students looking for a premium stay near Mukherjee Nagar."
PG023954,Green Leaf Girls Hostel,Pune,Baner,14300,Double,Yes,Yes,No,None,"Green Leaf Girls Hostel is a double-sharing PG located in Baner, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Explicabo animi dignissimos doloremque cumque nulla incidunt molestiae ipsum consequatur quam ut. Ideal for girls looking for a premium stay near Baner."
PG023955,Urban Girls Hostel,Delhi,Rohini,12200,Triple,Yes,Yes,No,None,"Urban Girls Hostel is a triple-sharing PG located in Rohini, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Beatae odio voluptas illum quaerat totam perspiciatis corrupti quod quis accusantium ex magni. Ideal for boys looking for a premium stay near Rohini."
PG023956,Golden Nest Homestay PG,Delhi,Rohini,16400,Double,Yes,Yes,No,None,"Golden Nest Homestay PG is a double-sharing PG located in Rohini, Delhi, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Non quod sapiente qui vero distinctio voluptates optio doloribus commodi iure ratione magni. Ideal for co-living looking for a premium stay near Rohini."
PG023957,Urban Boys Hostel,Gurgaon,Cyber Hub Area,24800,Single,Yes,Yes,Yes,Veg,"Urban Boys Hostel is a single-sharing PG located in Cyber Hub Area, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Est in molestiae numquam totam debitis aliquam quas mollitia. Ideal for working professionals looking for a premium stay near Cyber Hub Area."
PG023958,Nova Boys Hostel,Bangalore,Koramangala,14600,Double,No,Yes,Yes,Veg,"Nova Boys Hostel is a double-sharing PG located in Koramangala, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Voluptatibus nisi quos aut architecto quisquam nihil ipsam quia beatae assumenda explicabo labore. Ideal for boys looking for a premium stay near Koramangala."
PG023959,Comfort Residency,Hyderabad,Gachibowli,19200,Single,No,Yes,Yes,Veg,"Comfort Residency is a single-sharing PG located in Gachibowli, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Sunt culpa commodi quisquam animi ipsam facilis. Ideal for girls looking for a premium stay near Gachibowli."
PG023960,Golden Nest Residency,Delhi,Laxmi Nagar,19100,Double,Yes,Yes,Yes,Both,"Golden Nest Residency is a double-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Minus vitae recusandae illo facere dolorum sapiente mollitia dolorem unde ut quod vel neque provident qui. Ideal for students looking for a premium stay near Laxmi Nagar."
PG023961,Cosy Corner PG for Girls,Gurgaon,Sector 56,16600,Double,No,Yes,Yes,Non-Veg,"Cosy Corner PG for Girls is a double-sharing PG located in Sector 56, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Quasi placeat molestias reprehenderit veniam necessitatibus voluptas nemo itaque ipsum numquam quibusdam iste quae eum. Ideal for girls looking for a premium stay near Sector 56."
PG023962,Star View Girls Hostel,Bangalore,Marathahalli,18900,Single,No,Yes,No,None,"Star View Girls Hostel is a single-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Adipisci hic vero quas dolorum sequi eos sunt sed cumque quae cumque delectus laudantium quasi laudantium. Ideal for co-living looking for a premium stay near Marathahalli."
PG023963,Zenith Girls Hostel,Delhi,Laxmi Nagar,14200,Triple,Yes,Yes,Yes,Both,"Zenith Girls Hostel is a triple-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ducimus quas assumenda modi magnam earum magni quas aperiam nostrum quam eos corrupti. Ideal for boys looking for a premium stay near Laxmi Nagar."
PG023964,Harmony Girls Hostel,Bangalore,BTM Layout,16200,Double,No,Yes,Yes,Veg,"Harmony Girls Hostel is a double-sharing PG located in BTM Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Sequi laboriosam quidem omnis vel dolorem amet earum. Ideal for students looking for a premium stay near BTM Layout."
PG023965,Zenith Girls Hostel,Kolkata,Salt Lake,12600,Double,Yes,Yes,Yes,Both,"Zenith Girls Hostel is a double-sharing PG located in Salt Lake, Kolkata, offering air-conditioned rooms, high-speed WiFi, and both meals included. Unde molestiae eveniet aut mollitia reiciendis ad id inventore. Ideal for students looking for a premium stay near Salt Lake."
PG023966,Nova Residency,Delhi,Dwarka,13000,Triple,No,Yes,Yes,Veg,"Nova Residency is a triple-sharing PG located in Dwarka, Delhi, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Explicabo tempora provident temporibus quibusdam nihil sed molestiae aliquid velit totam expedita magnam consequuntur natus. Ideal for students looking for a premium stay near Dwarka."
PG023967,Comfort Nest,Bangalore,Marathahalli,11800,Triple,No,Yes,Yes,Both,"Comfort Nest is a triple-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Nostrum consectetur dicta cumque doloremque excepturi facilis reprehenderit. Ideal for students looking for a premium stay near Marathahalli."
PG023968,Royal Residency,Mumbai,Kurla,24300,Single,No,Yes,Yes,Veg,"Royal Residency is a single-sharing PG located in Kurla, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Debitis eum consequuntur repudiandae illo commodi atque animi debitis commodi culpa. Ideal for boys looking for a premium stay near Kurla."
PG023969,Sunrise Residency,Hyderabad,Kondapur,9600,Dorm,Yes,Yes,No,None,"Sunrise Residency is a dorm-sharing PG located in Kondapur, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Tempora amet esse repellendus enim reprehenderit cum mollitia aspernatur dolores. Ideal for students looking for a premium stay near Kondapur."
PG023970,Sunrise Residency,Bangalore,Electronic City,27000,Single,Yes,Yes,Yes,Non-Veg,"Sunrise Residency is a single-sharing PG located in Electronic City, Bangalore, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Officiis deleniti magnam architecto odio rerum omnis. Ideal for girls looking for a premium stay near Electronic City."
PG023971,Maple Co-living Space,Indore,Rau,5700,Triple,No,Yes,No,None,"Maple Co-living Space is a triple-sharing PG located in Rau, Indore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Culpa ullam nesciunt animi cupiditate ex dolorem eum exercitationem iste minima sunt blanditiis amet nulla. Ideal for co-living looking for a budget-friendly stay near Rau."
PG023972,Maple Homestay PG,Delhi,Mukherjee Nagar,14000,Dorm,Yes,Yes,Yes,Both,"Maple Homestay PG is a dorm-sharing PG located in Mukherjee Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Doloremque laborum non optio atque alias aut corrupti omnis nulla nam quas. Ideal for girls looking for a premium stay near Mukherjee Nagar."
PG023973,Star View Residency,Bangalore,Marathahalli,11400,Triple,No,Yes,No,None,"Star View Residency is a triple-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Explicabo temporibus omnis pariatur fugiat eum dolore voluptate distinctio. Ideal for students looking for a premium stay near Marathahalli."
PG023974,Zenith Homestay PG,Hyderabad,Madhapur,11300,Triple,No,Yes,Yes,Both,"Zenith Homestay PG is a triple-sharing PG located in Madhapur, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Incidunt natus culpa unde consequatur repellendus assumenda possimus officiis adipisci tenetur alias aut quaerat rem voluptates. Ideal for students looking for a premium stay near Madhapur."
PG023975,Shanti Girls Hostel,Bangalore,Marathahalli,7500,Dorm,No,Yes,No,None,"Shanti Girls Hostel is a dorm-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Earum quibusdam tempore enim dolore fugiat est ipsa voluptates facere dolorum ab dicta dolorum optio ducimus. Ideal for students looking for a budget-friendly stay near Marathahalli."
PG023976,Sai Residency,Noida,Sector 18,10500,Double,No,Yes,No,None,"Sai Residency is a double-sharing PG located in Sector 18, Noida, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Exercitationem praesentium ullam possimus sit sequi vel. Ideal for girls looking for a premium stay near Sector 18."
PG023977,Silver Oak Co-living Space,Pune,Hadapsar,16700,Double,Yes,Yes,Yes,Both,"Silver Oak Co-living Space is a double-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and both meals included. Nisi quam officiis unde asperiores nostrum nemo labore quidem. Ideal for co-living looking for a premium stay near Hadapsar."
PG023978,Zenith Homestay PG,Indore,Rau,8300,Triple,Yes,No,No,None,"Zenith Homestay PG is a triple-sharing PG located in Rau, Indore, offering air-conditioned rooms, no in-room WiFi, and no meal plan (self-cooking allowed). Non neque commodi voluptatem velit doloribus id eligendi. Ideal for co-living looking for a budget-friendly stay near Rau."
PG023979,Nova Boys Hostel,Gurgaon,DLF Phase 3,16900,Triple,Yes,Yes,Yes,Both,"Nova Boys Hostel is a triple-sharing PG located in DLF Phase 3, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and both meals included. Blanditiis maiores minus omnis eos ad quae unde quod tempora explicabo perferendis. Ideal for students looking for a premium stay near DLF Phase 3."
PG023980,Silver Oak Co-living Space,Noida,Sector 62,12100,Double,No,Yes,Yes,Both,"Silver Oak Co-living Space is a double-sharing PG located in Sector 62, Noida, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Similique recusandae expedita esse perferendis molestiae consectetur corrupti voluptatem tempore tempore suscipit quisquam cumque ut. Ideal for boys looking for a premium stay near Sector 62."
